study_id,condition
NCT02858180,"Pulmonary Disease, Chronic Obstructive"
NCT02858180,"Lung Diseases, Interstitial"
NCT07183462,"Pregnancy Complications, Infectious"
NCT07183462,Premature Birth
NCT07183462,Neonatal Diseases and Abnormalities
NCT07183462,Antibiotic Prophylaxis
NCT07183462,Latency Period
NCT07183462,Prematurity
NCT00006462,Leukemia
NCT00314262,Precancerous Conditions
NCT01082146,Pharmacokinetics
NCT01082146,Metabolism
NCT02564146,Metastatic Pancreatic Cancer
NCT02564146,Adenocarcinoma of the Pancreas
NCT00003146,Multiple Myeloma and Plasma Cell Neoplasm
NCT02546388,Sarcoidosis
NCT01672788,Healthy
NCT01949103,Infections
NCT01949103,Bacterial Infections
NCT01223027,Metastatic Renal Cell Carcinoma
NCT05195827,Hypertension
NCT00126061,Atrial Fibrillation
NCT00126061,Atrial Flutter
NCT03377361,Colorectal Cancer
NCT03377361,Colorectal Tumors
NCT03377361,Colorectal Carcinoma
NCT03377361,Colorectal Neoplasm
NCT06176261,Breast Cancer
NCT06176261,Breast Cancer Female
NCT06176261,Metastatic Triple-Negative Breast Carcinoma
NCT06176261,ER Positive Breast Cancer
NCT06176261,HER2-negative Breast Cancer
NCT06176261,HER2 Negative Breast Carcinoma
NCT06176261,ER-negative Breast Cancer
NCT02644161,Stroke
NCT02644161,Depression
NCT02644161,Stroke Sequelae
NCT03174886,Primary Progressive Nonfluent Aphasia
NCT02830542,Clostridium Difficile Infection
NCT02826642,Acute Myeloid Leukemia (AML)
NCT00990886,Menopause
NCT00990886,Hot Flashes
NCT06688786,Locally Advanced Rectal Cancer (LARC)
NCT00537186,"Heart Failure, Congestive"
NCT00330486,Alcohol Dependence
NCT00330486,Bipolar Disorder
NCT02100670,Pain
NCT00833586,Healthy
NCT00583986,Asthma
NCT00583986,Chronic Obstructive Pulmonary Disease
NCT00583986,COPD
NCT01271270,Age-Related Macular Degeneration
NCT04539470,Acute Graft-versus-host Disease
NCT05669170,Parkinson Disease
NCT05669170,Apathy
NCT01740570,Brain Cancer
NCT04551170,Pseudohypoparathyroidism
NCT04551170,Albright Hereditary Osteodystrophy
NCT04551170,Pseudohypoparathyroidism Type 1a
NCT06793670,Cardiac Failure
NCT06793670,Low Cardiac Output Syndrome
NCT01555970,Obsessive-Compulsive Disorder
NCT06455670,Acute Exacerbation Of Chronic Obstructive Pulmonary Disease
NCT01189370,Renal Cell Cancer
NCT07221370,Clostridium Difficile Infection
NCT07221370,Vancomycin Resistant Enterococci Infection
NCT06115070,Thrombosis
NCT06115070,Acute Ischemic Stroke (AIS)
NCT06027970,Variceal Hemorrhage
NCT03045770,Advanced Gastric Cancer Adenocarcinoma of Esophagogastric Junction
NCT05634473,Asthma
NCT02615873,Parkinson's Disease
NCT00006127,Fanconi's Anemia
NCT03925727,Keratoconjunctivitis Sicca
NCT03925727,Dry Eye
NCT02449070,Myocardial Infarction
NCT00218270,Tobacco Use Disorder
NCT00423761,Healthy Subjects
NCT02321761,Traumatic Brain Injury
NCT05885542,Cannabis Use Disorder
NCT05411861,Hallux Valgus and Bunion
NCT04169061,Keratitis
NCT01652742,Healthy
NCT00000642,HIV Infections
NCT00000642,Pregnancy
NCT04506073,Parkinson's Disease
NCT03059173,Polycystic Ovary Syndrome
NCT03059173,Reproductive Medicine
NCT07093073,B Cell Lymphoma
NCT00031473,Respiratory Syncytial Virus Infections
NCT00212069,Metastatic Breast Cancer
NCT05893069,Ligament Tear Knee
NCT02769169,Polypoidal Choroidal Vasculopathy
NCT04901169,Liver Transplant; Complications
NCT04901169,Vasoplegia
NCT07232069,Coronary Artery Disease Risk Factors Multiple
NCT07232069,Coronary Artery Disease Progression
NCT07232069,Prevention & Control
NCT07232069,Premature Atherosclerosis
NCT01852383,Depression
NCT01852383,Dysthymic Disorder
NCT00499083,Breast Cancer
NCT05556083,Premature Ejaculation
NCT00431054,Ovarian Cancer
NCT00039754,Multiple Myeloma
NCT02156154,Postoperative Pain
NCT04346654,Immune Thrombocytopenia (ITP)
NCT07078305,Hepatocellular Carcinoma
NCT03713905,Advanced Solid Tumors
NCT01248494,Metastatic Breast Cancer
NCT05452005,Lung Cancer
NCT05452005,Lung Cancer Metastatic
NCT05452005,Brain Metastases
NCT05452005,Non Small Cell Lung Cancer
NCT01184105,Premature Ejaculation
NCT02210494,EMR Ulcer
NCT03773666,Muscle Invasive Bladder Cancer
NCT02611466,Osteoarthritis of the Knee
NCT02611466,Chronic Lower Back Pain
NCT02549066,Complication of Extracorporeal Circulation
NCT02549066,Kidney Circulation Disorder
NCT02549066,Renal Function Disorder
NCT06118866,Androgenetic Alopecia
NCT04068766,Uterine Fibroid
NCT04108156,Diabetic Macular Edema
NCT00085956,Postmenopausal Bone Loss
NCT05604222,Urgency Urinary Incontinence
NCT05604222,Nocturia
NCT02914522,Ulcerative Colitis
NCT02230956,Osteoarthritis
NCT04975256,Advanced Cancer
NCT04975256,Metastatic Cancer
NCT04975256,Malignant Neoplasm of Colon
NCT04975256,Malignant Neoplasm of Lung
NCT04975256,Malignant Neoplastic Disease
NCT00028522,Disseminated Neuroblastoma
NCT00028522,Localized Unresectable Neuroblastoma
NCT00028522,Recurrent Neuroblastoma
NCT00028522,Regional Neuroblastoma
NCT06832722,"Shock, Cardiogenic"
NCT04973722,Healthy Adults
NCT05949294,Amyotrophic Lateral Sclerosis
NCT02430194,Chronic Hepatitis D Infection
NCT05147194,Diabetic Nephropathies
NCT02920229,68Ga-PSMA HBED-PET/CT
NCT02920229,Prostate Cancer
NCT02801929,Sunscreening Agent
NCT05052229,Idiopathic Pulmonary Fibrosis
NCT00511329,"Arthritis, Juvenile Rheumatoid"
NCT00511329,Crohn Disease
NCT01460602,Follicular Lymphoma
NCT01460602,Marginal Zone Lymphoma
NCT01460602,Mantle Cell Lymphoma
NCT00984802,Stable Coronary Artery Disease
NCT00984802,Percutaneous Coronary Intervention
NCT05913102,Pigmentation
NCT05913102,Pigmentation Disorder
NCT02916602,Hypertension
NCT01050829,Magnetic Resonance Imaging
NCT02716129,Postoperative Pain
NCT02187302,Metastatic Renal Cell Carcinoma
NCT00435929,HIV Infections
NCT04592029,Hepatocellular Carcinoma Non-resectable
NCT05706129,Clear Cell Renal Cell Cancer (ccRCC)
NCT05706129,Pancreatic Ductal Adenocarcinoma (PDAC)
NCT05706129,Colorectal Cancer (CRC)
NCT05706129,Urothelial Carcinoma (UC)
NCT05706129,Indeterminate Renal Mass (IDRM)
NCT05706129,Muscle Invasive Bladder Cancer (MIBC)
NCT05706129,Head and Neck Cancer (H&N)
NCT05706129,Triple Negative Breast Cancer (TNBC)
NCT05706129,Squamous Non-Small Cell Lung Cancer (NSCLC)
NCT00289653,Nicotine Dependence
NCT02916537,Prostate Cancer
NCT01682837,Hypertension
NCT00644137,Nicotine Dependence
NCT00506337,"Pancreatitis, Acute Necrotizing"
NCT04511637,Clinical Pharmacology
NCT02071537,Malignant Neoplasm
NCT02071537,Solid Tumors
NCT00195845,Bipolar Disorder
NCT00152945,Insulin Resistance
NCT01568645,Pulmonary Hypertension
NCT05905172,Liver Fibrosis
NCT05533372,Healthy
NCT05533372,Rheumatoid Arthritis
NCT06669572,"Carcinoma, Squamous Cell"
NCT06669572,Anorectal Cancer
NCT00398372,"Lymphoma, Non-Hodgkin"
NCT00398372,Lymphomas: Non-Hodgkin
NCT00398372,Lymphomas: Non-Hodgkin Cutaneous Lymphoma
NCT00398372,Lymphomas: Non-Hodgkin Diffuse Large B-Cell
NCT00398372,Lymphomas: Non-Hodgkin Follicular / Indolent B-Cell
NCT00398372,Lymphomas: Non-Hodgkin Mantle Cell
NCT00398372,Lymphomas: Non-Hodgkin Marginal Zone
NCT00398372,Lymphomas: Non-Hodgkin Peripheral T-Cell
NCT00398372,Lymphomas: Non-Hodgkin Waldenstr Macroglobulinemia
NCT00658372,Generalized Anxiety Disorder
NCT07280572,Post COVID Condition
NCT05610072,Cocaine Use Disorder
NCT05610072,Opioid Use Disorder
NCT05610072,Stimulant Use Disorder
NCT02288195,Rectal Neoplasms
NCT06734195,Sevoflurane Agitiion in Pediatric
NCT01631539,Liver Metastases
NCT01631539,Colorectal Cancer
NCT01640639,Congestive Heart Failure
NCT06848439,Mouth Neoplasms
NCT06848439,Neoadjuvant Therapy
NCT06848439,Immunotherapy
NCT06848439,Molecular Targeted Therapy
NCT00610077,Infertility
NCT06089577,Coronary Artery Disease
NCT05002777,Warm Autoimmune Hemolytic Anemia (wAIHA)
NCT07233577,Pulpitis - Irreversible
NCT02522377,Treatment Resistant Depression
NCT02522377,Major Depressive Disorder
NCT02522377,Severe Depression
NCT07523295,Preterm Labor With Intact Membranes
NCT07523295,Preterm Birth
NCT05324995,Postoperative Pain
NCT05324995,Total Knee Arthroplasty
NCT04218539,Migraine Headache
NCT01313039,Breast Cancer
NCT02125357,Metastatic Castration-Resistant Prostate Cancer
NCT03729401,Coronary Artery Disease
NCT03729401,Myocardial Infarction
NCT03410901,B-Cell Non-Hodgkin Lymphoma
NCT03410901,Grade 1 Follicular Lymphoma
NCT03410901,Grade 2 Follicular Lymphoma
NCT03410901,Grade 3a Follicular Lymphoma
NCT03410901,Lymphoplasmacytic Lymphoma
NCT03410901,Mantle Cell Lymphoma
NCT03410901,Marginal Zone Lymphoma
NCT03410901,Small Lymphocytic Lymphoma
NCT01150201,Kidney Disease
NCT00120601,Alcoholism
NCT05177601,Obsessive-Compulsive Disorder
NCT05513001,Chronic Spontaneous Urticaria
NCT05156281,Relapsing Multiple Sclerosis
NCT02626481,Multiple Myeloma
NCT02064881,Type 2 Diabetes
NCT02474212,Venous Thromboembolism
NCT02474212,Pulmonary Embolism
NCT02474212,Thromboprophylaxis
NCT00706381,Healthy Volunteers
NCT01760889,Schizophrenia
NCT05097768,Symptomatic Irreversible Pulpitis
NCT01427868,Hepatitis B
NCT07180940,Spine Disease
NCT07180940,Spinal Diseases
NCT01415440,Attention Deficit Hyperactivity Disorder
NCT05121740,COVID-19 Infection
NCT04218240,Opioid Withdrawal
NCT06768489,Multiple Myeloma
NCT06903689,Chronic Kidney Disease
NCT06903689,Vascular Calcification
NCT06903689,"Kidney Failure, Chronic"
NCT05914389,Colon Neoplasm
NCT02521389,Malignancies
NCT01377389,Prostate Cancer
NCT02514668,Plasma Cell Myeloma
NCT05650268,Vitamin D Deficiency
NCT05650268,Surgery
NCT07006168,Patella Fracture
NCT02189668,Appendicitis
NCT00543868,Stomach Ulcer
NCT00543868,Duodenal Ulcer
NCT01460368,"Diabetes Mellitus, Type 2"
NCT00024050,Leukemia
NCT00024050,Myelodysplastic Syndromes
NCT06210750,T Acute Lymphoblastic Leukemia
NCT06210750,T Lymphoblastic Lymphoma
NCT03896750,Renal Impairment
NCT03896750,Tuberculosis
NCT04066491,Biliary Tract Cancer
NCT04066491,Cholangiocarcinoma
NCT04066491,Gallbladder Cancer
NCT01977118,Acute Pancreatitis
NCT01966718,Rheumatoid Arthritis
NCT05363774,"Healthy Volunteers (Diabetes Mellitus, Type 2)"
NCT06055374,Atopic Dermatitis
NCT07146074,Solid Neoplasms
NCT07146074,Bone Metastases
NCT07146074,Asymptomatic or Minimally Symptomatic
NCT07146074,High Risk for Skeletal Events
NCT02189174,Advanced Solid Tumor
NCT05378074,Post-Traumatic Headache
NCT01149174,Superficial Bladder Cancer
NCT04492774,Spinal Stenosis Lumbar
NCT04492774,Spinal Canal Stenosis
NCT00211718,Arthritis
NCT00211718,Shoulder Pain
NCT03789318,Postsurgical Pain
NCT05396690,Coronary Artery Bypass Surgery
NCT06820190,Multiple Mid-Transverse Process to Pleura
NCT06820190,PCA
NCT06820190,Idiopathic Scoliosis
NCT06820190,Posterior Spinal Fusion
NCT02814097,Chronic Heart Failure
NCT04519697,Rectovaginal Fistula
NCT04519697,Crohn Disease
NCT04519697,Crohn Disease of Vulva
NCT04519697,Rectolabial; Fistula
NCT06892197,Community Acquired Pneumonia (CAP)
NCT00372697,Acromegaly
NCT01147510,Persistent Asthma
NCT01147510,Elderly
NCT02522013,Post-dural Puncture Headache
NCT07072910,Migraine
NCT03225313,Ultrasound Guided Rectus Sheath Block
NCT03225313,"Pain, Postoperative"
NCT07081360,Pancreas Cancer
NCT07081360,Periampullary Cancer
NCT07081360,Periampullary Carcinoma Resectable
NCT07081360,Pancreatic Cancer Resectable
NCT07081360,Ampullary Cancer
NCT07081360,Pancreas Adenocarcinoma
NCT05362760,Hormone Receptor-positive Metastatic Breast Cancer
NCT05362760,HER2-negative Metastatic Breast Cancer
NCT02150720,Hip Fracture
NCT02150720,Blood Loss
NCT01515020,Nosocomial Infection
NCT01515020,Healthcare-associated Infection
NCT01416220,Major Depressive Disorder
NCT04944082,Covid19
NCT06109259,Healthy Volunteers
NCT03678259,Systemic Amyloidosis
NCT02431559,Ovarian Cancer
NCT02782559,Preterm Preeclampsia
NCT03500380,Breast Neoplasms
NCT03500380,Breast Diseases
NCT03500380,Capecitabine
NCT03500380,HER2-positive Breast Cancer
NCT03500380,HER2 Positive Breast Carcinoma
NCT03500380,HER2-positive Advanced Breast With Liver Metastases
NCT01702480,Alzheimer's Disease
NCT05771480,Biliary Tract Cancer
NCT07346079,Gout Arthritis
NCT07346079,Gout Flare
NCT07346079,Gout
NCT04508179,Solid Tumor
NCT02971696,HCC
NCT03509662,Cardiac Arrest
NCT01130662,Acute Myeloid Leukemia
NCT03981562,Hereditary Haemorrhagic Telangiectasia
NCT05974462,Acute Myocarditis
NCT07637162,Fibromyalgia
NCT04690062,"Dystrophy, Retinal"
NCT05803746,Lung Cancer
NCT05803746,Colorectal Cancer
NCT02604446,Joint Diseases
NCT06963346,Bladder Cancer
NCT02373046,Healthy
NCT04547088,Nasopharyngeal Carcinoma
NCT00457288,Cutaneous Mastocytosis
NCT03455088,Feeding and Eating Disorders
NCT03980288,Advanced Hepatocellular Carcinoma
NCT04008888,Multiple Myeloma
NCT04008888,Plasma Cell Leukemia
NCT04008888,Extramedullary Plasmacytoma
NCT04008888,Loss of Chromosome 17p
NCT04008888,t(14;16)
NCT04008888,t(4;14)
NCT04008888,T(14;20)
NCT04008888,1Q21 Amplification
NCT04008888,Complex Karyotype
NCT03141203,Peripheral T Cell Lymphoma
NCT01657903,Dental Erosion
NCT01657903,Acid Wear
NCT03076203,Prostate Carcinoma Metastatic to the Bone
NCT03076203,Stage IV Prostate Adenocarcinoma
NCT03076203,Hormone-refractory Prostate Cancer
NCT06135103,Ischemic Stroke
NCT06804603,Obesity
NCT03899103,Steroid-Dependent Nephrotic Syndrome
NCT00458003,Preeclampsia
NCT00458003,Hypotension
NCT06181227,Diabetic Macular Edema
NCT06181227,Diabetic Retinopathy
NCT00077727,Schizophrenia
NCT05232227,"Malaria, Vivax"
NCT05232227,Relapse
NCT01050127,Healthy
NCT00000761,HIV Infections
NCT01510327,Coronary Artery Disease
NCT00050661,Psoriasis
NCT06645886,Hematologic Malignancies
NCT06645886,Adult
NCT00151086,Prostate Cancer
NCT01115842,Acute Coronary Syndrome
NCT01115842,Cytokines
NCT07332442,Sleep Apnea
NCT07332442,Obstructive Sleep Apnea
NCT02064842,Healthy
NCT01889186,Chronic Lymphocytic Leukemia
NCT01889186,17p Deletion
NCT01889186,Cancer of the Blood and Bone Marrow
NCT01717170,Intermediate Uveitis
NCT01717170,Posterior Uveitis
NCT01717170,Pan-uveitis
NCT00759070,HIV Infections
NCT06180070,Migraine
NCT06180070,Headache
NCT06180070,Backache
NCT02387086,NSCLC
NCT06940570,Leukemia
NCT06940570,Aplastic Anemia
NCT06940570,Bone Marrow Failure Syndromes
NCT06940570,SCID
NCT01774786,Gastric Cancer
NCT05655273,Liver Transplant Rejection
NCT05655273,Immune System Suppression
NCT02000973,General Anesthesia
NCT02000973,Propofol Target-controlled Infusion
NCT02000973,Thoracic Epidural Anesthesia
NCT04307173,Moderate to Severe Asthma
NCT03150173,Opiate Addiction
NCT01356173,"Non-Hodgkin's Lymphoma, Solid Tumor"
NCT02806869,Human Gastrointestinal Physiology Data
NCT00547469,Irritable Bowel Syndrome
NCT02317783,Breast Cancer
NCT02811783,Mycosis Fungoides
NCT02811783,"Lymphoma, T-Cell, Cutaneous"
NCT02811783,Sézary Syndrome
NCT03690869,Relapsed Solid Tumor
NCT03690869,Refractory Solid Tumor
NCT03690869,Relapsed Central Nervous System Tumor
NCT03690869,Refractory Central Nervous System Tumor
NCT03690869,Diffuse Intrinsic Pontine Glioma
NCT03690869,High Grade Glioma
NCT02138383,Pancreatic Cancer
NCT02136641,Anesthesia; Reaction
NCT03250741,Alzheimer Disease
NCT02486341,Diabetes
NCT01090141,Obesity
NCT01090141,Nutrition Disorders
NCT01090141,Overweight
NCT04536454,Cancer
NCT04683354,"Solid Tumor, Adult"
NCT02696954,Pharmacokinetic
NCT02696954,Drug Combination
NCT02696954,Healthy
NCT06164327,Relapsed/Refractory Diffuse Large B-Cell Lymphoma
NCT00707161,Cancer
NCT00707161,Melanoma
NCT00058461,B-cell Childhood Acute Lymphoblastic Leukemia
NCT00058461,Childhood Burkitt Lymphoma
NCT00058461,Childhood Diffuse Large Cell Lymphoma
NCT00058461,Childhood Immunoblastic Large Cell Lymphoma
NCT00058461,L3 Childhood Acute Lymphoblastic Leukemia
NCT00058461,Recurrent Childhood Acute Lymphoblastic Leukemia
NCT00058461,Recurrent Childhood Large Cell Lymphoma
NCT00058461,Recurrent Childhood Lymphoblastic Lymphoma
NCT00058461,Recurrent Childhood Small Noncleaved Cell Lymphoma
NCT03381261,Migraine
NCT06486142,Non-Small Cell Lung Cancer
NCT07367542,Depression
NCT07367542,Anxiety
NCT07367542,S-ketamine
NCT07367542,Breast Cancer
NCT01213186,Human Immunodeficiency Virus
NCT01213186,Disorder of Immune Reconstitution
NCT03068442,Cognitive Impairment
NCT03068442,Carotid Artery Plaque
NCT03068442,Inflammation
NCT00003270,Graft Versus Host Disease
NCT00003270,Leukemia
NCT00003270,Lymphoma
NCT00003270,Multiple Myeloma and Plasma Cell Neoplasm
NCT00003270,Myelodysplastic Syndromes
NCT01917773,Colonic Motility Index
NCT01917773,Constipation
NCT03875573,Luminal B
NCT01596673,Drug Abuse
NCT04844073,Squamous Cell Cancer of Head and Neck (SCCHN)
NCT04844073,Non-small Cell Lung Cancer (NSCLC)
NCT04844073,Colorectal Cancer
NCT06679569,Neuromuscular Blockade
NCT05727969,Pain
NCT05727969,Hypospadias
NCT01765569,"Malignant Melanoma, Neoplasms"
NCT06223841,Advanced Malignant Tumors
NCT06556641,Healthy Subjects
NCT06214741,Obesity
NCT06214741,Overweight
NCT00559741,Colorectal Cancer
NCT01090154,Ulcerative Colitis
NCT00692354,Advanced Solid Tumors
NCT02622854,Acute Pancreatitis
NCT00021554,HIV Infections
NCT05962541,Non-muscle-invasive Bladder Cancer
NCT05962541,Non-Muscle Invasive Bladder Urothelial Carcinoma
NCT05962541,High Risk Non-Muscle Invasive Bladder Urothelial Carcinoma
NCT02945241,Methicillin-resistant Staphylococcus Aureus
NCT02945241,Sepsis
NCT02945241,Critical Illness
NCT02147041,Diabetes Mellitus
NCT02147041,Hyperlipidemia
NCT07457541,Lung Cancer (Locally Advanced or Metastatic)
NCT07457541,"Pancreas Cancer, Metastatic"
NCT07457541,Breast Cancer (Locally Advanced or Metastatic)
NCT07457541,Colorectal Cancer (Locally Advanced or Metastatic)
NCT04324905,Healthy Volunteer
NCT00144105,HIV Infections
NCT04542694,COVID-19
NCT02239094,Bipolar Depression
NCT06296966,Dry Eye
NCT00922194,Obesity
NCT00922194,Type 2 Diabetes Mellitus
NCT07192666,Sjögren's Syndrome
NCT03880266,Palmar Hyperhidrosis
NCT05783856,Sexually Transmitted Diseases
NCT06323356,Generalized Pustular Psoriasis
NCT06323356,Erythrodermic Psoriasis
NCT00274456,Metastatic Breast Cancer
NCT02443922,Type 2 Diabetes
NCT00428922,Breast Cancer
NCT00328822,Primary Insomnia
NCT01142622,Ovarian Cysts
NCT01552122,Osteoporosis
NCT01552122,Postmenopausal Osteoporosis
NCT04724629,Covid19
NCT00938431,Epilepsy
NCT04623931,"Anaplastic Astrocytoma, IDH-Wildtype"
NCT04623931,Anaplastic Oligoastrocytoma
NCT04623931,Anaplastic Oligodendroglioma
NCT04623931,"Diffuse Astrocytoma, IDH-Wildtype"
NCT04623931,Glioblastoma
NCT04623931,Oligoastrocytoma
NCT04623931,Oligodendroglioma
NCT04623931,WHO Grade II Glioma
NCT04623931,WHO Grade III Glioma
NCT04808531,Cancer Related Pain
NCT05513131,Secondary Acute Myeloid Leukemia
NCT02259231,Melanoma
NCT02259231,Unresectable (Stage III) Melanoma
NCT02259231,Metastatic (Stage IV) Melanoma
NCT00905931,Subarachnoid Hemorrhage
NCT00905931,Aneurysm
NCT05640531,Bioavailability
NCT02364453,Migraine Without Aura
NCT05654753,Axial Spondyloarthritis
NCT06373653,Eye Strain
NCT06373653,Eye Strain of Both Eyes
NCT04744753,Infertility Primary
NCT03734653,Prostate Cancer
NCT03734653,Castration-Resistant Prostate Cancer
NCT05760053,Toripalimab
NCT05760053,First-line Treatment
NCT04723537,Covid19
NCT01541345,Missing Teeth
NCT02153645,Parkinson's Disease
NCT02153645,Levodopa Induced Dyskinesias (LID)
NCT00995345,Type 2 Diabetes
NCT04314895,"Lung Cancer, Nonsmall Cell"
NCT04314895,Lung Cancer
NCT04314895,"Lung Cancer, Small Cell"
NCT04314895,Neoplasm of Lung
NCT02744937,Complication
NCT00761995,Glaucoma
NCT00761995,Ocular Hypertension
NCT01037595,End Stage Renal Failure
NCT06160895,Hepatitis B
NCT07628972,Dyskeratosis Congenita
NCT07628972,Telomere Disease
NCT06414395,GIT Endoscopy
NCT06414395,Procedural Sedation
NCT03779295,Perioral Dermatitis
NCT00355095,Optic Neuritis
NCT00435695,Healthy Subjects
NCT00435695,Depressive Disorder and Anxiety Disorders
NCT00992537,Diabetes
NCT00992537,"Diabetes Mellitus, Type 1"
NCT06872645,"Peritoneal Dialysis, Heart Failure"
NCT07429045,Overweight and Obesity
NCT05242445,"Hepatitis B, Chronic"
NCT00516945,Hepatitis B
NCT00516945,Neoplasms
NCT01016145,Schizophrenia or Schizoaffective Disorder
NCT00866645,Agitation
NCT01385345,Vitamin D Deficiency
NCT01385345,Insulin Resistance
NCT03182595,Healthy Volunteers
NCT06468995,HIV
NCT06468995,Antiviral Agents
NCT03906695,Lower-risk Myelodysplastic
NCT00361595,Osteoporosis
NCT00902395,Dental Caries
NCT00902395,Child Behavior
NCT00902395,Conscious Sedation Failure During Procedure
NCT02513095,Heat Stroke
NCT06507995,Chronic Postoperative Pain
