study_id,sponsor_name,sponsor_type
NCT05893654,"Fundação de Apoio ao Ensino, Pesquisa e Assistência do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo",OTHER
NCT00268554,Radboud University Medical Center,OTHER
NCT00198354,Intergroupe Francophone de Cancerologie Thoracique,OTHER
NCT00001954,National Institute of Dental and Craniofacial Research (NIDCR),NIH
NCT00434954,AstraZeneca,INDUSTRY
NCT00434954,Eli Lilly and Company,INDUSTRY
NCT00864305,Actavis Inc.,INDUSTRY
NCT01475305,MedImmune LLC,INDUSTRY
NCT01386294,CONRAD,OTHER
NCT01386294,Follow-on African Consortium for Tenofovir Studies (FACTS),UNKNOWN
NCT01386294,United States Agency for International Development (USAID),FED
NCT02977494,Universitätsklinikum Hamburg-Eppendorf,OTHER
NCT03936205,Hotel Dieu de France Hospital,OTHER
NCT05752305,Universidad de Granada,OTHER
NCT02538705,Artgen Biotech,OTHER
NCT02538705,Ryazan State Medical University,OTHER
NCT02538705,Vidnoe District Hospital,UNKNOWN
NCT03738735,Rothman Institute Orthopaedics,OTHER
NCT01412008,New York Presbyterian Hospital,OTHER
NCT04428008,"William B. Ershler, MD",OTHER
NCT04428008,Davita Clinical Research,INDUSTRY
NCT06291935,VeonGen Therapeutics GmbH,INDUSTRY
NCT04360135,Montefiore Medical Center,OTHER
NCT06874335,Biohaven Therapeutics Ltd.,INDUSTRY
NCT03597217,Pfizer,INDUSTRY
NCT02195817,H. Lundbeck A/S,INDUSTRY
NCT03756389,"BioMimetix JV, LLC",INDUSTRY
NCT04600089,Sam Tyagi,OTHER
NCT00650689,Organon and Co,INDUSTRY
NCT00650689,Merck Sharp & Dohme LLC,INDUSTRY
NCT00162240,Bristol-Myers Squibb,INDUSTRY
NCT02589340,Oregon Health and Science University,OTHER
NCT02589340,Portland VA Medical Center,FED
NCT01279668,University of Oxford,OTHER
NCT04941989,Nxera Pharma UK Limited,INDUSTRY
NCT00524368,"Tibotec Pharmaceuticals, Ireland",INDUSTRY
NCT05361668,Crinetics Pharmaceuticals Inc.,INDUSTRY
NCT00003540,Memorial Sloan Kettering Cancer Center,OTHER
NCT00003540,National Cancer Institute (NCI),NIH
NCT05468840,University of Ottawa,OTHER
NCT04537689,Singapore General Hospital,OTHER
NCT04537689,Translational Immunology Institute,UNKNOWN
NCT05557591,Regeneron Pharmaceuticals,INDUSTRY
NCT05557591,BioNTech SE,INDUSTRY
NCT02401191,Sanofi,INDUSTRY
NCT07266974,Jaweria Gul Keyani,OTHER
NCT01094574,Martin Angst,OTHER
NCT06880874,Merck Sharp & Dohme LLC,INDUSTRY
NCT03958474,"Joshua A. Lile, Ph.D.",OTHER
NCT03958474,National Institute on Drug Abuse (NIDA),NIH
NCT06104618,Mayo Clinic,OTHER
NCT03108690,Sara Thønnings,OTHER
NCT01150890,Amgen,INDUSTRY
NCT06923891,Vanguard Research Group,OTHER
NCT06923891,Bristol-Myers Squibb,INDUSTRY
NCT05412290,Washington University School of Medicine,OTHER
NCT05412290,"Genentech, Inc.",INDUSTRY
NCT01478490,Astellas Pharma Inc,INDUSTRY
NCT00919490,Abbott,INDUSTRY
NCT00919490,"Abbott Japan Co.,Ltd",INDUSTRY
NCT05261997,Changhai Hospital,OTHER
NCT04197310,Dana-Farber Cancer Institute,OTHER
NCT04197310,Bristol-Myers Squibb,INDUSTRY
NCT04197310,Exelixis,INDUSTRY
NCT03200210,Sun Yat-sen University,OTHER
NCT01596010,Novo Nordisk A/S,INDUSTRY
NCT00472810,Pro Top & Mediking Company Limited,INDUSTRY
NCT03633760,A.Menarini Asia-Pacific Holdings Pte Ltd,INDUSTRY
NCT02784860,University of Liege,OTHER
NCT04805060,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY
NCT02151760,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER
NCT02151760,National Cancer Institute (NCI),NIH
NCT00067860,Emory University,OTHER
NCT00067860,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT01005160,Chong Kun Dang Pharmaceutical,INDUSTRY
NCT02803060,Bayer,INDUSTRY
NCT06379360,The First Affiliated Hospital of Soochow University,OTHER
NCT01083420,Sheba Medical Center,OTHER_GOV
NCT01975220,Boehringer Ingelheim,INDUSTRY
NCT01975220,Eli Lilly and Company,INDUSTRY
NCT05717920,"Aldeyra Therapeutics, Inc.",INDUSTRY
NCT01710020,Pfizer,INDUSTRY
NCT04617782,"Corium, Inc.",INDUSTRY
NCT05696782,Wake Forest University Health Sciences,OTHER
NCT05696782,National Cancer Institute (NCI),NIH
NCT03963882,Lei Li,OTHER
NCT02846324,Global Blood Therapeutics,INDUSTRY
NCT06180382,Centre Hospitalier Universitaire de Saint Etienne,OTHER
NCT06180382,Takeda France,INDUSTRY
NCT03756623,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER
NCT03979859,Wockhardt,INDUSTRY
NCT00134459,Wyeth is now a wholly owned subsidiary of Pfizer,INDUSTRY
NCT00134459,Solvay Pharmaceuticals,INDUSTRY
NCT00666159,Astellas Pharma Inc,INDUSTRY
NCT03923959,Lancaster General Hospital,OTHER
NCT01637259,Kirby Institute,OTHER_GOV
NCT04428359,B.P. Koirala Institute of Health Sciences,OTHER
NCT04428359,Nepal Health Research Council,OTHER_GOV
NCT05047159,Shanghai Mental Health Center,OTHER
NCT01218659,Amicus Therapeutics,INDUSTRY
NCT03418480,University of Southampton,OTHER
NCT03418480,BioNTech SE,INDUSTRY
NCT01872780,Inje University,OTHER
NCT01298180,"University Hospital, Toulouse",OTHER
NCT02858180,Duke University,OTHER
NCT02858180,Gilead Sciences,INDUSTRY
NCT07183462,Sheba Medical Center,OTHER_GOV
NCT00006462,Children's Oncology Group,NETWORK
NCT00006462,National Cancer Institute (NCI),NIH
NCT00314262,Emory University,OTHER
NCT00314262,National Institutes of Health (NIH),NIH
NCT01082146,"Sumitomo Pharma America, Inc.",INDUSTRY
NCT02564146,AIO-Studien-gGmbH,OTHER
NCT02564146,ClinAssess GmbH,INDUSTRY
NCT02564146,Celgene Corporation,INDUSTRY
NCT00003146,Fred Hutchinson Cancer Center,OTHER
NCT00003146,National Cancer Institute (NCI),NIH
NCT02546388,"Marcelo F. Di Carli, MD, FACC",OTHER
NCT02546388,Mallinckrodt,INDUSTRY
NCT01672788,Boehringer Ingelheim,INDUSTRY
NCT01949103,Theravance Biopharma,INDUSTRY
NCT01223027,Novartis Pharmaceuticals,INDUSTRY
NCT05195827,"PRM Pharma, LLC",INDUSTRY
NCT00126061,Solvay Pharmaceuticals,INDUSTRY
NCT03377361,Bristol-Myers Squibb,INDUSTRY
NCT03377361,Novartis,INDUSTRY
NCT06176261,"Sarah Sammons, MD",OTHER
NCT06176261,Daiichi Sankyo,INDUSTRY
NCT02644161,The University of Hong Kong,OTHER
NCT02644161,Tung Wah Hospital,OTHER
NCT02644161,"Kowloon Hospital, Hong Kong",OTHER
NCT03174886,Axon Neuroscience SE,INDUSTRY
NCT02830542,"Seres Therapeutics, Inc.",INDUSTRY
NCT02830542,Pharm-Olam International,INDUSTRY
NCT02826642,Novartis Pharmaceuticals,INDUSTRY
NCT00990886,"Ortho-McNeil Janssen Scientific Affairs, LLC",INDUSTRY
NCT06688786,"Xinhua Hospital, Shanghai Jiao Tong University School of Medicine",OTHER
NCT00537186,Pharmacosmos A/S,INDUSTRY
NCT00330486,Medical University of South Carolina,OTHER
NCT02100670,GlaxoSmithKline,INDUSTRY
NCT00833586,Teva Pharmaceuticals USA,INDUSTRY
NCT00583986,"Sumitomo Pharma America, Inc.",INDUSTRY
NCT01271270,National Eye Institute (NEI),NIH
NCT04539470,"Genentech, Inc.",INDUSTRY
NCT05669170,Ralph H. Johnson VA Medical Center,FED
NCT01740570,M.D. Anderson Cancer Center,OTHER
NCT01740570,Sanofi,INDUSTRY
NCT04551170,Vanderbilt University Medical Center,OTHER
NCT06793670,Università Vita-Salute San Raffaele,OTHER
NCT01555970,University of Sao Paulo,OTHER
NCT01555970,Fundação de Amparo à Pesquisa do Estado de São Paulo,OTHER_GOV
NCT06455670,Henan University of Traditional Chinese Medicine,OTHER
NCT06455670,Peking University Third Hospital,OTHER
NCT06455670,Jiangsu Province Hospital of Traditional Chinese Medicine,OTHER
NCT06455670,Chengdu University of Traditional Chinese Medicine,OTHER
NCT06455670,Affiliated Hospital of Liaoning University of Traditional Chinese Medicine,OTHER
NCT06455670,Shenzhen Hospital of Southern Medical University,OTHER
NCT06455670,Qingdao Haici Hospital,OTHER
NCT06455670,Xiangyang Hospital of Traditional Chinese Medicine,OTHER
NCT01189370,University of Kansas Medical Center,OTHER
NCT01189370,Bayer,INDUSTRY
NCT07221370,Riverside University Health System Medical Center,OTHER
NCT06115070,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER
NCT06027970,"Post Graduate Institute of Medical Education and Research, Chandigarh",OTHER
NCT03045770,Fujian Cancer Hospital,OTHER_GOV
NCT05634473,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY
NCT02615873,Intec Pharma Ltd.,INDUSTRY
NCT00006127,Dana-Farber Cancer Institute,OTHER
NCT03925727,"Mimetogen Pharmaceuticals USA, Inc.",INDUSTRY
NCT02449070,Pusan National University Hospital,OTHER
NCT02449070,JW Pharmaceutical,INDUSTRY
NCT00218270,National Institute on Drug Abuse (NIDA),NIH
NCT00423761,GlaxoSmithKline,INDUSTRY
NCT02321761,Loewenstein Hospital,OTHER
NCT05885542,Medical University of South Carolina,OTHER
NCT05411861,Cali Pharmaceuticals LLC,INDUSTRY
NCT04169061,Mallinckrodt,INDUSTRY
NCT01652742,Boehringer Ingelheim,INDUSTRY
NCT00000642,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT00000642,"Genentech, Inc.",INDUSTRY
NCT04506073,"The University of Texas Health Science Center, Houston",OTHER
NCT04506073,Michael J. Fox Foundation for Parkinson's Research,OTHER
NCT03059173,"University Hospital, Lille",OTHER
NCT03059173,"Ministry of Health, France",OTHER_GOV
NCT03059173,Laboratoires Besins International,INDUSTRY
NCT07093073,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",INDUSTRY
NCT00031473,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT00212069,"National University Hospital, Singapore",OTHER
NCT05893069,George F. Hatch,OTHER
NCT02769169,Sun Yat-sen University,OTHER
NCT04901169,"University of California, San Francisco",OTHER
NCT04901169,La Jolla Pharmaceutical Company,INDUSTRY
NCT07232069,Duke University,OTHER
NCT07232069,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT07232069,"University of North Carolina, Chapel Hill",OTHER
NCT07232069,Massachusetts General Hospital,OTHER
NCT07232069,Johns Hopkins University,OTHER
NCT01852383,New York State Psychiatric Institute,OTHER
NCT01852383,Eli Lilly and Company,INDUSTRY
NCT00499083,University of Nebraska,OTHER
NCT00499083,National Cancer Institute (NCI),NIH
NCT05556083,Al-Azhar University,OTHER
NCT00431054,M.D. Anderson Cancer Center,OTHER
NCT00431054,Keryx Biopharmaceuticals,INDUSTRY
NCT00039754,Poniard Pharmaceuticals,INDUSTRY
NCT02156154,The Cleveland Clinic,OTHER
NCT04346654,Novartis Pharmaceuticals,INDUSTRY
NCT07078305,Tianjin Medical University Cancer Institute and Hospital,OTHER
NCT03713905,"Guangzhou Gloria Biosciences Co., Ltd.",INDUSTRY
NCT01248494,Vanderbilt-Ingram Cancer Center,OTHER
NCT05452005,"University of California, Davis",OTHER
NCT05452005,United States Department of Defense,FED
NCT01184105,Plethora Solutions Ltd,INDUSTRY
NCT02210494,Effexus Pharmaceutical,INDUSTRY
NCT03773666,Dana-Farber Cancer Institute,OTHER
NCT03773666,AstraZeneca,INDUSTRY
NCT02611466,Astellas Pharma Europe B.V.,INDUSTRY
NCT02549066,Sahlgrenska University Hospital,OTHER
NCT06118866,"Hope Medicine (Nanjing) Co., Ltd",INDUSTRY
NCT04068766,Kangbuk Samsung Hospital,OTHER
NCT04108156,Hoffmann-La Roche,INDUSTRY
NCT00085956,Eli Lilly and Company,INDUSTRY
NCT05604222,Shachi Tyagi,OTHER
NCT05604222,National Institute on Aging (NIA),NIH
NCT02914522,Gilead Sciences,INDUSTRY
NCT02914522,Lakefront Biotherapeutics NV,INDUSTRY
NCT02230956,Allergan,INDUSTRY
NCT04975256,Mirati Therapeutics Inc.,INDUSTRY
NCT04975256,Boehringer Ingelheim,INDUSTRY
NCT00028522,National Cancer Institute (NCI),NIH
NCT06832722,4TEEN4 Pharmaceuticals GmbH,INDUSTRY
NCT04973722,Luye Pharma Group Ltd.,INDUSTRY
NCT04973722,"Shandong Boan Biotechnology Co., Ltd",INDUSTRY
NCT05949294,Arrowhead Pharmaceuticals,INDUSTRY
NCT02430194,Eiger BioPharmaceuticals,INDUSTRY
NCT02430194,Ankara University,OTHER
NCT05147194,Tongji Hospital,OTHER
NCT02920229,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,OTHER
NCT02801929,Bayer,INDUSTRY
NCT05052229,Dr. Denis O'Donnell,OTHER
NCT05052229,Boehringer Ingelheim,INDUSTRY
NCT00511329,Nationwide Children's Hospital,OTHER
NCT00511329,Pfizer,INDUSTRY
NCT01460602,Louisiana State University Health Sciences Center Shreveport,OTHER
NCT01460602,"Millennium Pharmaceuticals, Inc.",INDUSTRY
NCT00984802,"Ischemix, LLC",INDUSTRY
NCT05913102,Jin Cheol Kim,OTHER
NCT02916602,Hanmi Pharmaceutical Company Limited,INDUSTRY
NCT01050829,Bayer,INDUSTRY
NCT02716129,"Abdelrady S Ibrahim, MD",OTHER
NCT02187302,NewLink Genetics Corporation,INDUSTRY
NCT00435929,Hoffmann-La Roche,INDUSTRY
NCT04592029,Second Affiliated Hospital of Guangzhou Medical University,OTHER
NCT05706129,ITM Oncologics GmbH,INDUSTRY
NCT00289653,Centre for Addiction and Mental Health,OTHER
NCT02916537,Cancer Targeted Technology,INDUSTRY
NCT02916537,"University of California, San Francisco",OTHER
NCT01682837,University of Texas Southwestern Medical Center,OTHER
NCT00644137,Yale University,OTHER
NCT00644137,National Institute on Drug Abuse (NIDA),NIH
NCT00644137,US Department of Veterans Affairs,FED
NCT00506337,Tianjin Nankai Hospital,OTHER
NCT00506337,Sichuan University,OTHER
NCT04511637,Bayer,INDUSTRY
NCT04511637,"Janssen Research & Development, LLC",INDUSTRY
NCT02071537,University of Cincinnati,OTHER
NCT00195845,Cambridge Health Alliance,OTHER
NCT00195845,Northwestern University,OTHER
NCT00152945,"University Health Network, Toronto",OTHER
NCT01568645,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT05905172,"Beijing Continent Pharmaceutical Co, Ltd.",INDUSTRY
NCT05533372,"ILAb Co., Ltd.",INDUSTRY
NCT06669572,University of Chicago,OTHER
NCT00398372,Stanford University,OTHER
NCT00398372,Amgen,INDUSTRY
NCT00398372,National Institutes of Health (NIH),NIH
NCT00658372,Pfizer,INDUSTRY
NCT07280572,Janneke van de Wijgert,OTHER
NCT07280572,European Clinical Research Alliance for Infectious Diseases (ECRAID),OTHER
NCT05610072,William Stoops,OTHER
NCT05610072,National Institute on Drug Abuse (NIDA),NIH
NCT02288195,Sun Yat-sen University,OTHER
NCT02288195,Shantou Central Hospital,OTHER
NCT02288195,Liaoning Cancer Hospital & Institute,OTHER
NCT02288195,The First Affiliated Hospital with Nanjing Medical University,OTHER
NCT02288195,Fujian Cancer Hospital,OTHER_GOV
NCT02288195,Guangdong Provincial Hospital of Traditional Chinese Medicine,OTHER
NCT02288195,First Affiliated Hospital of Chongqing Medical University,OTHER
NCT02288195,The First Affiliated Hospital of Guangzhou Medical University,OTHER
NCT02288195,Guangdong Provincial People's Hospital,OTHER
NCT02288195,Cancer Hospital of Guangxi Medical University,OTHER
NCT02288195,Meizhou People's Hospital,OTHER
NCT02288195,Henan Cancer Hospital,OTHER_GOV
NCT02288195,Affiliated Cancer Hospital of Shantou University Medical College,OTHER
NCT02288195,Hubei Cancer Hospital,OTHER
NCT02288195,First Affiliated Hospital of Kunming Medical University,OTHER
NCT02288195,Longyan City First Hospital,OTHER
NCT02288195,Shengjing Hospital,OTHER
NCT02288195,Zhejiang Cancer Hospital,OTHER
NCT02288195,Jiangmen Central Hospital,OTHER
NCT02288195,West China Hospital,OTHER
NCT02288195,The Third Affiliated Hospital of Kunming Medical College.,OTHER
NCT06734195,Assiut University,OTHER
NCT01631539,Universitaire Ziekenhuizen KU Leuven,OTHER
NCT01631539,Biocompatibles UK Ltd,INDUSTRY
NCT01640639,University of Roma La Sapienza,OTHER
NCT06848439,Jiangsu Cancer Institute & Hospital,OTHER
NCT06848439,Jiangsu Provincial Stomatological Hospital,OTHER
NCT00610077,Sun Pharmaceutical Industries Limited,INDUSTRY
NCT06089577,Federico II University,OTHER
NCT05002777,Sanofi,INDUSTRY
NCT07233577,Cukurova University,OTHER
NCT02522377,The Cleveland Clinic,OTHER
NCT07523295,Medicare Hospital (Pvt) Limited,OTHER
NCT05324995,Isfahan University of Medical Sciences,OTHER
NCT04218539,Yale University,OTHER
NCT04218539,The Wallace Foundation,OTHER
NCT01313039,University of Miami,OTHER
NCT02125357,British Columbia Cancer Agency,OTHER
NCT03729401,Ottawa Heart Institute Research Corporation,OTHER
NCT03410901,Ronald Levy,OTHER
NCT03410901,National Cancer Institute (NCI),NIH
NCT01150201,The University of Hong Kong,OTHER
NCT00120601,University of Sydney,OTHER
NCT00120601,"National Health and Medical Research Council, Australia",OTHER
NCT00120601,Sydney South West Area Health Service,OTHER_GOV
NCT00120601,South Eastern Area Health Service,OTHER
NCT00120601,Wentworth Area Health Services,OTHER
NCT05177601,University of Calgary,OTHER
NCT05513001,Novartis Pharmaceuticals,INDUSTRY
NCT05156281,Novartis Pharmaceuticals,INDUSTRY
NCT02626481,"University Hospital, Lille",OTHER
NCT02626481,"Janssen, LP",INDUSTRY
NCT02626481,Intergroupe Francophone du Myelome,NETWORK
NCT02064881,Laboratorios Silanes S.A. de C.V.,INDUSTRY
NCT02064881,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,OTHER
NCT02474212,Tampere University Hospital,OTHER
NCT02474212,Tampere Heart Hospital,OTHER
NCT00706381,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT01760889,Shire,INDUSTRY
NCT05097768,Alfarabi Colleges,OTHER
NCT01427868,LG Life Sciences,INDUSTRY
NCT07180940,Poznan University of Medical Sciences,OTHER
NCT01415440,New York State Psychiatric Institute,OTHER
NCT01415440,Shire,INDUSTRY
NCT05121740,PharmaMar,INDUSTRY
NCT05121740,Apices Soluciones S.L.,INDUSTRY
NCT04218240,University of Pennsylvania,OTHER
NCT06768489,"Janssen Research & Development, LLC",INDUSTRY
NCT06903689,Mansoura University,OTHER
NCT05914389,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER
NCT02521389,"MEI Pharma, Inc.",INDUSTRY
NCT02521389,Quotient Clinical,OTHER
NCT01377389,M.D. Anderson Cancer Center,OTHER
NCT01377389,Bristol-Myers Squibb,INDUSTRY
NCT02514668,Sanofi,INDUSTRY
NCT05650268,National Taiwan University Hospital,OTHER
NCT07006168,The University of Hong Kong,OTHER
NCT02189668,Peter Minneci,OTHER
NCT00543868,Merck Sharp & Dohme LLC,INDUSTRY
NCT01460368,Eli Lilly and Company,INDUSTRY
NCT00024050,Fred Hutchinson Cancer Center,OTHER
NCT00024050,National Cancer Institute (NCI),NIH
NCT06210750,National Cancer Institute (NCI),NIH
NCT03896750,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT04066491,"EMD Serono Research & Development Institute, Inc.",INDUSTRY
NCT04066491,"Merck KGaA, Darmstadt, Germany",INDUSTRY
NCT01977118,"Post Graduate Institute of Medical Education and Research, Chandigarh",OTHER
NCT01966718,"Arthritis Treatment Center, Maryland",OTHER
NCT05363774,Novo Nordisk A/S,INDUSTRY
NCT06055374,Brexogen Inc.,INDUSTRY
NCT07146074,Cancer Research Antwerp,OTHER
NCT07146074,Kom Op Tegen Kanker,OTHER
NCT02189174,Novartis Pharmaceuticals,INDUSTRY
NCT05378074,Danish Headache Center,OTHER
NCT01149174,University of Rome Tor Vergata,OTHER
NCT04492774,Sutherland Medical Center,OTHER
NCT00211718,Minneapolis Veterans Affairs Medical Center,FED
NCT00211718,Allergan,INDUSTRY
NCT00211718,Center for Veterans Research and Education,OTHER
NCT03789318,Concentric Analgesics,INDUSTRY
NCT05396690,Ajou University School of Medicine,OTHER
NCT06820190,Tanta University,OTHER
NCT02814097,Stealth BioTherapeutics Inc.,INDUSTRY
NCT02814097,"Charite University, Berlin, Germany",OTHER
NCT02814097,SCIRENT Clinical Research and Science d.o.o.,UNKNOWN
NCT04519697,Anthony Lembo,OTHER
NCT06892197,Copenhagen Respiratory Research,NETWORK
NCT00372697,Novartis Pharmaceuticals,INDUSTRY
NCT01147510,Ajou University School of Medicine,OTHER
NCT01147510,Hallym University Medical Center,OTHER
NCT01147510,Wonju Severance Christian Hospital,OTHER
NCT01147510,Korea University Guro Hospital,OTHER
NCT01147510,MCM Vaccines B.V.,INDUSTRY
NCT02522013,The First Affiliated Hospital of Zhengzhou University,OTHER
NCT07072910,Aarhus University Hospital,OTHER
NCT03225313,Theodor Bilharz Research Institute,OTHER
NCT07081360,Minia University,OTHER
NCT05362760,Prof. Wolfgang Janni,OTHER
NCT05362760,Eli Lilly and Company,INDUSTRY
NCT02150720,Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau,OTHER
NCT01515020,Assistance Publique - Hôpitaux de Paris,OTHER
NCT01515020,Novartis,INDUSTRY
NCT01416220,Nova Scotia Health Authority,OTHER
NCT04944082,Assiut University,OTHER
NCT06109259,Daewoong Pharmaceutical Co. LTD.,INDUSTRY
