study_id,intervention_name,intervention_type
NCT02686697,Placebo,DRUG
NCT02686697,Cognitive Training,BEHAVIORAL
NCT05555797,308nm Excimer laser,DEVICE
NCT05555797,Tazarotene Topical Gel,DRUG
NCT05555797,Betamethasone Valerate,DRUG
NCT00000513,"diet, reducing",BEHAVIORAL
NCT00000513,"diet, sodium-restricted",BEHAVIORAL
NCT00000513,chlorthalidone,DRUG
NCT00000513,atenolol,DRUG
NCT02471560,dimethyl fumarate,DRUG
NCT02471560,injectable MS DMT,DRUG
NCT02510560,NTRA-2112,DRUG
NCT02510560,Placebo,DRUG
NCT02283320,BIND-014 (Docetaxel Nanoparticles for Injectable Suspension),DRUG
NCT00953420,Docetaxel,DRUG
NCT00953420,Carboplatin,DRUG
NCT00953420,Dexamethasone,DRUG
NCT00953420,EBV-specific cytotoxic T lymphocytes,BIOLOGICAL
NCT00953420,G-CSF or Peg-GCSF,BIOLOGICAL
NCT06861920,Naproxen Sodium 550mg,DRUG
NCT06861920,Placebo,DRUG
NCT06861920,Extended Release Acetaminophen (650 mg),DRUG
NCT00121420,Motexafin gadolinium,DRUG
NCT04597320,Fentanyl,DRUG
NCT04597320,Esketamine,DRUG
NCT04597320,Midazolam,DRUG
NCT02626182,sildenafil,DRUG
NCT02626182,placebo,DRUG
NCT01508182,Canagliflozin tablets,DRUG
NCT01508182,Metformin IR tablets,DRUG
NCT01508182,Canagliflozin/metformin IR FDC tablets,DRUG
NCT00175682,Prazosin HCL,DRUG
NCT05221320,Ulixertinib,DRUG
NCT05221320,Hydroxychloroquine,DRUG
NCT04910620,Placebo,DRUG
NCT04910620,TCI378,DRUG
NCT04910620,TCI507,DRUG
NCT03493282,Active Treatment- CT1812 100 mg,DRUG
NCT03493282,Active Treatment- CT1812 300 mg,DRUG
NCT03493282,Placebo,DRUG
NCT02029924,BioChaperone insulin lispro,DRUG
NCT02029924,Humalog®,DRUG
NCT03508882,Botulinum Toxin Type A 100Unit/Vial (Product),DRUG
NCT03508882,Saline Solution for Injection,DRUG
NCT01948024,SAPHRIS,DRUG
NCT01948024,Asenapine,DRUG
NCT01985724,Docetaxel,DRUG
NCT01985724,Epirubicin,DRUG
NCT01985724,Cyclophosphamide,DRUG
NCT01985724,5-fluoruracil,DRUG
NCT01985724,Granulocyte-colony stimulating growth factor,DRUG
NCT00276159,852A,DRUG
NCT06471959,Psilocybin,DRUG
NCT01906580,Peg-IFNα-2a,DRUG
NCT01906580,Entecavir,DRUG
NCT05036759,68Ga-FAPI,DRUG
NCT06505759,Bromelain gel,DRUG
NCT06505759,chlorhexidine gel,DRUG
NCT06505759,SRP,PROCEDURE
NCT03736980,Placebo,DRUG
NCT03736980,Psilocybine,DRUG
NCT06307080,Multi-mode thermal ablation device,DEVICE
NCT06307080,Intravenous anti-PD-1 and chemotherapy,DRUG
NCT00860080,PXL01,DRUG
NCT00860080,Placebo,DRUG
NCT02232880,Abatacept,DRUG
NCT02232880,Placebo,DRUG
NCT02235662,TFV IVR,DRUG
NCT02235662,TFV/LNG IVR,DRUG
NCT02235662,Placebo IVR,OTHER
NCT02373462,Olmesartan,DRUG
NCT02373462,other anti-hypertensive drug,DRUG
NCT06484062,Biospecimen Collection,PROCEDURE
NCT06484062,Bone Marrow Aspiration,PROCEDURE
NCT06484062,Cirtuvivint,DRUG
NCT06484062,Decitabine and Cedazuridine,DRUG
NCT06484062,Echocardiography Test,PROCEDURE
NCT06484062,Multigated Acquisition Scan,PROCEDURE
NCT00730262,TLN-4601,DRUG
NCT06267846,NBI-1070770,DRUG
NCT06267846,Placebo,DRUG
NCT01503788,Midazolam,DRUG
NCT03033303,Hu3F8,BIOLOGICAL
NCT03033303,GM-CSF,DRUG
NCT03033303,Isotretinoin,DRUG
NCT02489903,RRx-001,DRUG
NCT02489903,Cisplatin,DRUG
NCT02489903,Etoposide,DRUG
NCT02489903,Carboplatin,DRUG
NCT02489903,Irinotecan,DRUG
NCT02489903,Vinorelbine,DRUG
NCT02489903,Doxil,DRUG
NCT02489903,Gemcitabine,DRUG
NCT02489903,Taxane,DRUG
NCT02489903,Paclitaxel,DRUG
NCT02489903,Nab-Paclitaxel,DRUG
NCT02489903,Pemetrexed,DRUG
NCT00867503,Bendamustine HCL,DRUG
NCT00087503,Edotecarin,DRUG
NCT02982603,Qinggongshoutao Bolus,DRUG
NCT02982603,Ginkgo Biloba Extract 761,DRUG
NCT02982603,Placebos,DRUG
NCT02960503,Azithromycin,DRUG
NCT02960503,Placebo,OTHER
NCT07382427,2.4% Topical Terbinafine,DRUG
NCT07382427,10% Topical Efinaconazole,DRUG
NCT07382427,Vehicle Control,OTHER
NCT05420727,Ga-68-PSMA-11 PET/CT,DRUG
NCT05420727,Lu-177-ITG-PSMA-1,DRUG
NCT01645761,Endonase,DRUG
NCT03815461,Nab-paclitaxel and S-1,DRUG
NCT04124861,"Drug free, IS monotherapy and GC combined with IS",DRUG
NCT00401661,Alfuzosin,DRUG
NCT02911142,Lenalidomide,DRUG
NCT02911142,Rituximab,DRUG
NCT02911142,Prednisone,DRUG
NCT02911142,Etoposide,DRUG
NCT02911142,Doxorubicin,DRUG
NCT02911142,Vincristine,DRUG
NCT02911142,Cyclophosphamide,DRUG
NCT02911142,"CT of neck, chest, abdomen and pelvis",DIAGNOSTIC_TEST
NCT02911142,18FDG-PET scan,DIAGNOSTIC_TEST
NCT02911142,MRI Brain,DIAGNOSTIC_TEST
NCT02911142,Bone marrow biopsy,PROCEDURE
NCT02911142,EKG,DIAGNOSTIC_TEST
NCT02911142,Echocardiogram,DIAGNOSTIC_TEST
NCT02911142,Ultrasound,DIAGNOSTIC_TEST
NCT02911142,Bronchoscopy,DIAGNOSTIC_TEST
NCT02911142,Endoscopy,DIAGNOSTIC_TEST
NCT02911142,CXR: PA/lat/decub,DIAGNOSTIC_TEST
NCT07088042,Limitless Allzyme,DRUG
NCT07088042,Oral tablets of Alphintern®,DRUG
NCT07088042,Cataflam® 50 coated tablet,DRUG
NCT07032142,I-01/23,DRUG
NCT05050942,CAM2029,DRUG
NCT05050942,Octreotide LAR,DRUG
NCT05050942,Lanreotide ATG,DRUG
NCT06305286,Islet transplantation with Tegoprubart (AT-1501) immunosupression-based therapy,DRUG
NCT00219986,Potent HAART during acute or early HIV-1 infection,DRUG
NCT00430586,"Botulinum neurotoxin type A, free of complexing proteins",DRUG
NCT00430586,Placebo,DRUG
NCT01019486,Regadenoson myocardial perfusion imaging,DRUG
NCT01019486,Regadenoson MRI myocardial blood flow,DRUG
NCT00395070,Allovectin-7®,BIOLOGICAL
NCT00395070,Dacarbazine (DTIC),DRUG
NCT00395070,Temozolomide (TMZ),DRUG
NCT02036970,Bardoxolone methyl,DRUG
NCT02036970,Placebo,DRUG
NCT02802969,Surgery,PROCEDURE
NCT02802969,Protontherapy,RADIATION
NCT02802969,18F FAZA,DRUG
NCT05145569,Carboplatin AUC 5 and paclitaxel,DRUG
NCT05145569,HCW9218,DRUG
NCT00526669,Lapatinib and Capecitabine,DRUG
NCT07101783,NNC0662-0419,DRUG
NCT06229483,"TRANEXAMIC ACID 1 G in 10 mL INTRAVENOUS INJECTION, SOLUTION",DRUG
NCT06229483,Placebo,OTHER
NCT00419783,bilastine,DRUG
NCT00419783,Bilastine,DRUG
NCT00419783,Bilastine & Ketoconazole,DRUG
NCT00419783,Moxifloxacin,DRUG
NCT00419783,Placebo,DRUG
NCT07290283,AZD3974,DRUG
NCT07290283,Placebo,OTHER
NCT00408083,MultiHance,DRUG
NCT00408083,Magnevist,DRUG
NCT06722183,Futibatinib orally administered,DRUG
NCT06722183,Tislelizumab (i.v. 200mg),DRUG
NCT03499041,LY3314814,DRUG
NCT00152854,Acetaminophen,DRUG
NCT00152854,acetaminophen,DRUG
NCT00152854,"placebo, sugar pill",DRUG
NCT05893654,Melphalan Injection,DRUG
NCT05893654,Plaque brachytherapy,RADIATION
NCT00268554,dipyridamole,DRUG
NCT00268554,caffeine,DRUG
NCT00198354,gemcitabine + cisplatine,DRUG
NCT00198354,Paclitaxel + Carboplatine,DRUG
NCT00001954,Etanercept,DRUG
NCT00434954,exenatide twice daily (BID),DRUG
NCT00434954,premixed insulin aspart twice daily (BID),DRUG
NCT00864305,Gabapentin 400 mg capsules,DRUG
NCT00864305,NEURONTIN® 400 mg capsules,DRUG
NCT00864305,"Gabapentin 400 mg capsules, single dose",DRUG
NCT01475305,Placebo,DRUG
NCT01475305,MEDI-557,DRUG
NCT01386294,Tenofovir gel,DRUG
NCT01386294,Universal placebo gel,DRUG
NCT02977494,Daratumumab,DRUG
NCT02977494,Bortezomib,DRUG
NCT02977494,Dexamethasone,DRUG
NCT03936205,Dexmedetomidine,DRUG
NCT05752305,Dexamethasone 4 Mg/mL Injectable Solution,DRUG
NCT05752305,MethylPREDNISolone 40 Mg/mL Injectable Suspension,DRUG
NCT02538705,Neovasculgen,DRUG
NCT03738735,Hypertonic saline,DRUG
NCT01412008,Botox (botulinum toxin),DRUG
NCT04428008,Thymalfasin,DRUG
NCT06291935,VG901,DRUG
NCT04360135,Acetaminophen,DRUG
NCT04360135,Placebo,DRUG
NCT06874335,BHV-1530,DRUG
NCT06874335,Cemiplimab,DRUG
NCT03597217,PF-05221304,DRUG
NCT03597217,Placebo,DRUG
NCT02195817,Selincro® 18 mg with continuous psychosocial support: Cohort A,DRUG
NCT02195817,Initial psychosocial support: Cohort B,OTHER
NCT03756389,BMX-010,DRUG
NCT04600089,Saline,DRUG
NCT04600089,Ketamine,DRUG
NCT00650689,Ezetimibe + Atorvastatin,DRUG
NCT00650689,Atorvastatin,DRUG
NCT00162240,Muraglitazar,DRUG
NCT02589340,Buspirone,DRUG
NCT02589340,Placebo,DRUG
NCT01279668,Montelukast,DRUG
NCT01279668,Placebo,DRUG
NCT04941989,HTL0022562,DRUG
NCT04941989,Placebo,DRUG
NCT00524368,Darunavir (DRV),DRUG
NCT00524368,Ritonavir (rtv),DRUG
NCT05361668,Randomized: 40 mg Paltusotine,DRUG
NCT05361668,Randomized: 80 mg Paltusotine,DRUG
NCT00003540,gemcitabine hydrochloride,DRUG
NCT05468840,Ketamine Hydrochloride,DRUG
NCT05468840,Normal saline,DRUG
NCT04537689,Ixekizumab,BIOLOGICAL
NCT04537689,Methotrexate,DRUG
NCT04537689,Cyclosporin A,DRUG
NCT04537689,Acitretin,DRUG
NCT05557591,BNT116,DRUG
NCT05557591,Cemiplimab,DRUG
NCT02401191,FEX60/PE10,DRUG
NCT07266974,AH-Plus Epoxy Resin Sealer,DRUG
NCT07266974,bioceramic sealer,DRUG
NCT01094574,Alfentanil,DRUG
NCT01094574,Propranolol,DRUG
NCT01094574,Placebo,DRUG
NCT06880874,Enlicitide,DRUG
NCT03958474,Oxycodone,DRUG
NCT06104618,Enfortumab Vedotin,DRUG
NCT06104618,Computed Tomography,PROCEDURE
NCT06104618,Magnetic Resonance Imaging,PROCEDURE
NCT03108690,Continuous infusion of beta-lactam antibiotics .,DRUG
NCT03108690,Therapeutic drug monitoring of beta-lactam antibiotics.,OTHER
NCT01150890,Brodalumab,BIOLOGICAL
NCT01150890,Placebo,DRUG
NCT06923891,Xanomeline/Trospium,DRUG
NCT05412290,Mosunetuzumab,DRUG
NCT01478490,mirabegron,DRUG
NCT01478490,metoprolol,DRUG
NCT00919490,ABT-333,DRUG
NCT00919490,Placebo,DRUG
NCT05261997,extracorporeal shock wave lithotripsy and endoscopic drainage of the main pancreatic duct,PROCEDURE
NCT05261997,"pancreatic enzyme(Pancreatin Enteric-coated Capsules or Oryz-Aspergillus Enzyme and Pancreatin Table), antidiabetic medicine(Acarbose Tablets, Glucophage, Glimepirde Tablets)",DRUG
NCT04197310,Nivolumab,DRUG
NCT04197310,Cabozantinib,DRUG
NCT03200210,Febuxostat,DRUG
NCT03200210,Placebo,DRUG
NCT01596010,2 mg estradiol / 1 mg norethisterone acetate (NETA),DRUG
NCT00472810,ologen collagen matrix in glaucoma filtering surgery,DEVICE
NCT00472810,MMC in glaucoma filtering surgery,DRUG
NCT03633760,Bilastine 40mg single dose,DRUG
NCT03633760,Bilastine 20mg single-dose followed by multiple-dose,DRUG
NCT02784860,Lidocaine,DRUG
NCT02784860,normal saline,DRUG
NCT04805060,TQB2858 injection,DRUG
NCT02151760,18F-DCFPyL,DRUG
NCT00067860,recombinant human growth hormone,DRUG
NCT00067860,diet modification,BEHAVIORAL
NCT01005160,Metformin,DRUG
NCT01005160,CKD-501,DRUG
NCT02803060,Coppertone (BAY987516),DRUG
NCT06379360,"Hypomethylating agent, Azacitidine or Decitabine",DRUG
NCT01083420,Minocycline,DRUG
NCT01083420,Dexamethasone,DRUG
NCT01975220,"Empagliflozin/Metformin XR, FDC",DRUG
NCT01975220,Empagliflozin/Metformin XR FDC,DRUG
NCT01975220,"25 mg Empagliflozin/1000 mg Metformin XR, FDC",DRUG
NCT01975220,1 tablet Empagliflozin/2 tablets Metformin XR,DRUG
NCT01975220,1 tablet Empagliflozin/3 tablets Metformin XR,DRUG
NCT05717920,ADX-629 (Open-label),DRUG
NCT01710020,"CP-690,550",DRUG
NCT04617782,Donepezil TDS,COMBINATION_PRODUCT
NCT04617782,Aricept,DRUG
NCT05696782,Durvalumab,DRUG
NCT05696782,the EORTC Core Quality of Life Questionnaire (EORTC QLQ-C30),OTHER
NCT05696782,COPD Assessment Test (CAT),DIAGNOSTIC_TEST
NCT05696782,Modified Medical Research Council (mMRC) dyspnea scale,DIAGNOSTIC_TEST
NCT03963882,Two cycles of neoadjuvant chemotherapy,DRUG
NCT03963882,First imaging evaluation,DIAGNOSTIC_TEST
NCT03963882,Second imaging evaluation,DIAGNOSTIC_TEST
NCT03963882,The third cycles of neoadjuvant chemotherapy,DRUG
NCT03963882,RH,PROCEDURE
NCT03963882,Radiochemotherapy,RADIATION
NCT03963882,Pathologic evaluation,DIAGNOSTIC_TEST
NCT02846324,GBT440,DRUG
NCT02846324,Placebo,DRUG
NCT06180382,Adalimumab,DRUG
NCT06180382,Vedolizumab,DRUG
NCT03756623,Metformin powder,DRUG
NCT03756623,Probiotics powder,DRUG
NCT03756623,Placebo powder,OTHER
NCT03979859,WCK 4873,DRUG
NCT03979859,Placebo Oral Tablet,DRUG
NCT00134459,Bifeprunox,DRUG
NCT00134459,Placebo,DRUG
NCT00666159,tacrolimus ointment,DRUG
NCT00666159,pimecrolimus cream,DRUG
NCT03923959,Tranexamic Acid Injectable Solution,DRUG
NCT03923959,Placebo,OTHER
NCT01637259,arm 1 nucleotide analogue reverse transcriptase inhibitors and boosted protease inhibitors,DRUG
NCT01637259,Arm 2 boosted protease inhibitors and maraviroc,DRUG
NCT01637259,Arm 3 nucleotide analogue reverse transcriptase inhibitors and maraviroc,DRUG
NCT04428359,Measles-Mumps-Rubella Vaccine,DRUG
NCT04428359,Vit D,DRUG
NCT05047159,rTMS,DEVICE
NCT05047159,light therapy,DEVICE
NCT05047159,ECT,DEVICE
NCT05047159,MST,DEVICE
NCT05047159,drug therapy,DRUG
NCT01218659,migalastat hydrochloride,DRUG
NCT01218659,agalsidase,BIOLOGICAL
NCT03418480,BNT113,DRUG
NCT01872780,Rosiglitazone,DRUG
NCT01872780,CYP2C8 genotype,GENETIC
NCT01298180,Growth hormone (Genotonorm® or Omnitrope®),DRUG
NCT01298180,"DEXA, blood tests, H.G.P.O, osseous age.",PROCEDURE
NCT01298180,biopsy,PROCEDURE
NCT02858180,Sofosbuvir/ledipasvir fixed dose combination(SOF/LDV FDC),DRUG
NCT07183462,Intravenous Ampicillin followed by Oral Amoxicillin,DRUG
NCT07183462,Ampicillin/Amoxicillin plus single-dose PO Azithromycin,DRUG
NCT00006462,gemcitabine hydrochloride,DRUG
NCT00314262,Erlotinib & Celecoxib,DRUG
NCT01082146,Lurasidone,DRUG
NCT02564146,nab-paclitaxel and gemcitabine,DRUG
NCT02564146,gemcitabine mono and nab-paclitaxel and gemcitabine,DRUG
NCT00003146,busulfan,DRUG
NCT00003146,melphalan,DRUG
NCT00003146,thiotepa,DRUG
NCT00003146,bone marrow transplantation,PROCEDURE
NCT00003146,peripheral blood stem cell transplantation,PROCEDURE
NCT02546388,Indium-111 Pentreotide,DRUG
NCT02546388,Gallium-68 DOTATATE,DRUG
NCT01672788,Empagliflozin,DRUG
NCT01672788,Empagliflozin + Metformin,DRUG
NCT01672788,Metformin,DRUG
NCT01949103,TD-1607,DRUG
NCT01949103,Placebo,DRUG
NCT01223027,Dovitinib,DRUG
NCT01223027,Sorafenib,DRUG
NCT05195827,PRM-125,DRUG
NCT00126061,Tedisamil sesquifumarate,DRUG
NCT03377361,Nivolumab,BIOLOGICAL
NCT03377361,Trametinib,DRUG
NCT03377361,Ipilimumab,BIOLOGICAL
NCT03377361,Regorafenib,DRUG
NCT06176261,Datopotamab Deruxtecan,DRUG
NCT02644161,Dense cranial electroacupuncture stimulation,PROCEDURE
NCT02644161,Body acupuncture,PROCEDURE
NCT02644161,Antidepressant,DRUG
NCT02644161,Rehabilitation,OTHER
NCT02644161,Least acupuncture stimulation,PROCEDURE
NCT03174886,AADvac1 40 µg,DRUG
NCT03174886,AADvac1 160 µg,DRUG
NCT02830542,SER-262,DRUG
NCT02830542,Placebo,DRUG
NCT02826642,IDH305,DRUG
NCT00990886,Placebo,DRUG
NCT00990886,Oxybutynin chloride,DRUG
NCT06688786,neoadjuvant mFOLFOX6 chemotherapy combined with PD-1 inhibitor therapy,DRUG
NCT00537186,Iron oligosaccharide,DRUG
NCT00330486,Acamprosate,DRUG
NCT02100670,1% diclofenac sodium plus 3% menthol,DRUG
NCT02100670,1% diclofenac sodium plus 0.09% menthol,DRUG
NCT02100670,3% menthol,DRUG
NCT02100670,Placebo with 0.09% menthol gel,DRUG
NCT00833586,Terbinafine HCl 250mg tablets,DRUG
NCT00833586,Lamisil® 250 mg Tablets,DRUG
NCT00583986,Levalbuterol HFA MDI with top mounted actuation indicator,DRUG
NCT01271270,Palomid 529,DRUG
NCT04539470,Efmarodocokin Alfa,DRUG
NCT05669170,Psychosocial intervention,BEHAVIORAL
NCT05669170,Methylphenidate,DRUG
NCT01740570,Cabazitaxel,DRUG
NCT04551170,Theophylline,DRUG
NCT04551170,Placebo,DRUG
NCT06793670,Landiolol,DRUG
NCT06793670,Placebo,DRUG
NCT01555970,N-Acetylcysteine (NAC),DRUG
NCT01555970,Placebo,DRUG
NCT06455670,"Sanhan Huayin recipe, Qingre Huatan recipe or Zaoshi Huatan recipe",DRUG
NCT06455670,"Sanhan Huayin recipe placebo, Qingre Huatan recipe placebo or Zaoshi Huatan recipe placebo",DRUG
NCT01189370,sorafenib,DRUG
NCT07221370,Vancomycin 125mg,DRUG
NCT07221370,Placebo,DRUG
NCT06115070,Intravenous thrombolysis (alteplase and other guideline-recommended thrombolytic agents),DRUG
NCT06027970,Terlipressin,DRUG
NCT06027970,0.9% normal saline (NS),OTHER
NCT03045770,Fluorouracil,DRUG
NCT03045770,Oxaliplatin,DRUG
NCT03045770,Irinotecan,DRUG
NCT03045770,Paclitaxel,DRUG
NCT03045770,calcium levofolinate,DRUG
NCT05634473,Methacholine Chloride,DRUG
NCT02615873,Accordion Pill™ Carbidopa/Levodopa,DRUG
NCT00006127,amifostine,DRUG
NCT03925727,Tavilermide ophthalmic solution,DRUG
NCT03925727,Placebo,OTHER
NCT02449070,Nicorandil,DRUG
NCT00218270,Tobacco free snuff,DRUG
NCT00423761,midazolam,DRUG
NCT00423761,GW876008,DRUG
NCT02321761,Amantadine hydrochloride,DRUG
NCT05885542,Cannabidiol oral solution,DRUG
NCT05885542,Placebo,DRUG
NCT05411861,Analgesic Non Narcotic,DRUG
NCT04169061,Acthar,DRUG
NCT01652742,BI 135585 XX,DRUG
NCT00000642,CD4-IgG,DRUG
NCT04506073,Mesenchymal Stem Cells,DRUG
NCT04506073,Placebo,DRUG
NCT03059173,Myo-Inositol + Levomefolic acid,DIETARY_SUPPLEMENT
NCT03059173,Clomiphene Citrate,DRUG
NCT03059173,placebo,DIETARY_SUPPLEMENT
NCT07093073,ssCART-19,DRUG
NCT00031473,Virazole (Ribavirin) Inhalation Solution,DRUG
NCT00212069,"gemcitabine, carboplatin",DRUG
NCT05893069,Oxandrolone,DRUG
NCT05893069,Placebo,DRUG
NCT02769169,Lucentis® (Raibizumab) double-dose,DRUG
NCT02769169,Lucentis® (Raibizumab) regular-dose,DRUG
NCT04901169,Angiotensin II,DRUG
NCT04901169,Saline,DRUG
NCT07232069,Rosuvastatin 20 Mg Oral Tablet,DRUG
NCT07232069,Colchicine 0.5 MG Oral Tablet Once Daily,DRUG
NCT07232069,Placebo,DRUG
NCT01852383,Duloxetine,DRUG
NCT00499083,therapeutic autologous dendritic cells,BIOLOGICAL
NCT00499083,aromatase inhibition therapy,DRUG
NCT00499083,cyclophosphamide,DRUG
NCT00499083,doxorubicin hydrochloride,DRUG
NCT00499083,paclitaxel,DRUG
NCT00499083,tamoxifen citrate,DRUG
NCT00499083,gene expression analysis,GENETIC
NCT00499083,protein expression analysis,GENETIC
NCT00499083,reverse transcriptase-polymerase chain reaction,GENETIC
NCT00499083,immunoenzyme technique,OTHER
NCT00499083,immunohistochemistry staining method,OTHER
NCT00499083,laboratory biomarker analysis,OTHER
NCT00499083,adjuvant therapy,PROCEDURE
NCT00499083,biopsy,PROCEDURE
NCT00499083,conventional surgery,PROCEDURE
NCT00499083,neoadjuvant therapy,PROCEDURE
NCT00499083,radiation therapy,RADIATION
NCT05556083,Sildenafil 50 mg Oral Tablet and Dapoxitine 3mg Oral tablet,DRUG
NCT05556083,Placebo oral tablet and Dapoxitine 3mg Oral tablet,DRUG
NCT00431054,Perifosine,DRUG
NCT00431054,Docetaxel,DRUG
NCT00039754,Holmium-166-DOTMP,DRUG
NCT02156154,Intravenous Acetaminophen,DRUG
NCT04346654,Eltrombopag,DRUG
NCT04346654,Dexamethasone,DRUG
NCT07078305,Regorafenib and tislelizumab,DRUG
NCT07078305,Regorafenib,DRUG
NCT03713905,GLS-010,DRUG
NCT01248494,BEZ235,DRUG
NCT01248494,BKM 120,DRUG
NCT01248494,Letrozole,DRUG
NCT01248494,BKM120,DRUG
NCT05452005,[18F]-αvβ6-BP,DRUG
NCT01184105,Intervention A,DRUG
NCT01184105,Intervention B,DRUG
NCT02210494,Secretrol,DRUG
NCT03773666,Durvalumab,DRUG
NCT03773666,Oleclumab,DRUG
NCT02611466,ASP7962,DRUG
NCT02611466,Naproxen,DRUG
NCT02611466,Placebo,DRUG
NCT02549066,Increased cardiopulmonary bypass flow,PROCEDURE
NCT02549066,Milrinone,DRUG
NCT06118866,placebo-Q2W,DRUG
NCT06118866,HMI-115-120mg-Q4W,DRUG
NCT06118866,HMI-115-240mg-Q4W,DRUG
NCT06118866,"HMI-115, 240mg-Q2W",DRUG
NCT04068766,Paracervical block,DEVICE
NCT04068766,5% bupivacaine,DRUG
NCT04068766,Normal saline,DRUG
NCT04108156,PDS Implant Pre-Filled with 100 mg/mL Ranibizumab,DRUG
NCT04108156,Intravitreal Ranibizumab 0.5 mg Injection,DRUG
NCT04108156,Ranibizumab refill exchange,DRUG
NCT00085956,Arzoxifene,DRUG
NCT00085956,Placebo,DRUG
NCT05604222,Mirabegron 50 MG,DRUG
NCT05604222,Brief Behavioral Treatment for Insomnia,BEHAVIORAL
NCT02914522,Filgotinib,DRUG
NCT02914522,PTM filgotinib,DRUG
NCT02230956,onabotulinumtoxinA,BIOLOGICAL
NCT02230956,Normal Saline,DRUG
NCT04975256,MRTX849,DRUG
NCT04975256,BI 1701963,DRUG
NCT00028522,R(+)XK469,DRUG
NCT06832722,AK1967 (Invobenitug also known as Procizumab),DRUG
NCT06832722,Placebo,DRUG
NCT04973722,LY06006,DRUG
NCT04973722,Prolia,DRUG
NCT05949294,ARO-SOD1 Injection,DRUG
NCT02430194,lonafarnib,DRUG
NCT02430194,ritonavir,DRUG
NCT02430194,Pegylated interferon-alfa-2a,DRUG
NCT05147194,Trimetazidine,DRUG
NCT02920229,68Ga- PSMA,DRUG
NCT02801929,Coppertone (BAY987518),DRUG
NCT05052229,Nitric Oxide,DRUG
NCT05052229,Medical air,DRUG
NCT00511329,somatropin [rDNA origin] for injection,DRUG
NCT01460602,"MTD of Velcade, Nipent and Rituxan established in Part 1",DRUG
NCT00984802,CMX-2043,DRUG
NCT00984802,Placebo control,DRUG
NCT05913102,PDLLA,DRUG
NCT02916602,HCP1401,DRUG
NCT02916602,HCP0605,DRUG
NCT01050829,"Gadobutrol (Gadovist, BAY86-4875)",DRUG
NCT01050829,"Gadopentetate Dimeglumine (Magnevist, BAY86-4882)",DRUG
NCT02716129,Morphine,DRUG
NCT02716129,Morphine plus Nalbuphine,DRUG
NCT02187302,CRLX101,DRUG
NCT02187302,Bevacizumab,DRUG
NCT02187302,Standard of Care (Investigator Choice),DRUG
NCT00435929,Ritonavir,DRUG
NCT00435929,saquinavir [Invirase],DRUG
NCT04592029,TACE combined with sintilimab and bevacizumab,DRUG
NCT05706129,[68Ga]Ga-DPI-4452,DRUG
NCT05706129,[177Lu]Lu-DPI-4452,DRUG
NCT00289653,Nicoderm,DRUG
NCT02916537,CTT1057,DRUG
NCT02916537,Prostatectomy,PROCEDURE
NCT01682837,Potassium chloride powder,DRUG
NCT01682837,Potassium citrate powder,DRUG
NCT01682837,Potassium magnesium citrate powder,DRUG
NCT01682837,Placebo,DRUG
NCT00644137,pregabalin,DRUG
NCT00644137,cigarettes,OTHER
NCT00506337,Qingyi granules,DRUG
NCT04511637,"Rivaroxaban (BAY 59-7939, Xarelto) in ODT form",DRUG
NCT04511637,"Rivaroxaban (BAY 59-7939, Xarelto) in film-coated form",DRUG
NCT02071537,Chloroquine,DRUG
NCT02071537,Carboplatin,DRUG
NCT02071537,Gemcitabine,DRUG
NCT00195845,Galantamine,DRUG
NCT00195845,Placebos,DRUG
NCT00152945,Intravenous Intralipid,DRUG
NCT00152945,"Intravenous leucine, glycerol",DRUG
NCT01568645,Carvedilol,DRUG
NCT01568645,Imatinib,DRUG
NCT05905172,Hydronidone capsules,DRUG
NCT05905172,The placebo capsules,DRUG
NCT05533372,IA-14069,DRUG
NCT05533372,Placebo,DRUG
NCT05533372,Methotrexate,DRUG
NCT06669572,Pembrolizumab,DRUG
NCT06669572,Lenvatinib,DRUG
NCT00398372,Rituximab,DRUG
NCT00398372,Epratuzumab,DRUG
NCT00658372,PD 0332334,DRUG
NCT00658372,Paroxetine,DRUG
NCT00658372,Placebo,DRUG
NCT07280572,Metformin,DRUG
NCT07280572,colchicine,DRUG
NCT05610072,n-acetylcysteine,DRUG
NCT05610072,Hydromorphone,DRUG
NCT05610072,Placebo n-acetylcystine,DRUG
NCT05610072,Placebo hydromorphone,DRUG
NCT02288195,Oxaliplatin,DRUG
NCT02288195,capecitabine,DRUG
NCT02288195,Radiation,RADIATION
NCT06734195,dexmedetomidine + propofol,DRUG
NCT06734195,Propofol alone,DRUG
NCT06734195,Dexmedetomidine,DRUG
NCT01631539,DC Bead™,DEVICE
NCT01631539,Cetuximab,DRUG
NCT01631539,5 FU,DRUG
NCT01631539,Irinotecan,DRUG
NCT01640639,Thalidomide,DRUG
NCT01640639,Placebo,DRUG
NCT06848439,benmelstobart-Anlotinib-Chemo,DRUG
NCT00610077,Letrozole,DRUG
NCT00610077,Clomiphene citrate,DRUG
NCT06089577,Cangrelor 50 MG,DRUG
NCT05002777,rilzabrutinib,DRUG
NCT07233577,Cryotherapy,OTHER
NCT07233577,Dexametasone,DRUG
NCT02522377,Ketamine,DRUG
NCT02522377,Midazolam,DRUG
NCT07523295,Nifedipine 20 Mg,DRUG
NCT07523295,Dexamethasone,DRUG
NCT07523295,Progesterone 200 mg vaginal capsules,DRUG
NCT07523295,Counseling,BEHAVIORAL
